name,href,years,imdb_description,pg_rating,imdb_genre_tags,imdb_rating,num_votes,img_thumbnail,tmdb_id,tmdb_name,original_name,original_language,origin_country,tmdb_popularity,tmdb_vote_average,tmdb_vote_count,first_air_date,tmdb_adult_content,tmdb_poster_path,tmdb_overview,tmdb_tagline,tmdb_genres,tv_networks,tmdb_keywords,is_anime
The Andy Griffith Show,/title/tt0053479/,(1960–1968),"Widower Sheriff Andy Taylor, and his son Opie, live with Andy's Aunt Bee in Mayberry, North Carolina. With virtually no crimes to solve, most of Andy's time is spent philosophizing and calming down his cousin Deputy Barney Fife.",TV-G,"Comedy, Family",8.4,15743,"https://m.media-amazon.com/images/M/MV5BNzU4OTU2MDAxM15BMl5BanBnXkFtZTcwMzI4MjQ0MQ@@._V1_UY98_CR1,0,67,98_AL_.jpg",106.0,The Andy Griffith Show,The Andy Griffith Show,en,['US'],53.756,7.725,111.0,1960-10-03,False,/rGd7qBylf9NVdrXGVItt3hvmP8O.jpg,"The Andy Griffith Show is an American sitcom first televised on CBS between October 3, 1960 and April 1, 1968. Andy Griffith portrays the widowed sheriff of the fictional small community of Mayberry, North Carolina. His life is complicated by an inept, but well-meaning deputy, Barney Fife, a spinster aunt and housekeeper, Aunt Bee, and a precocious young son, Opie. Local ne'er-do-wells, bumbling pals, and temperamental girlfriends further complicate his life. Andy Griffith stated in a Today Show interview, with respect to the time period of the show: ""Well, though we never said it, and though it was shot in the '60s, it had a feeling of the '30s. It was when we were doing it, of a time gone by.""

The series never placed lower than seventh in the Nielsen ratings and ended its final season at number one. It has been ranked by TV Guide as the 9th-best show in American television history. Though neither Griffith nor the show won awards during its eight-season run, series co-stars Knotts and Bavier accumulated a combined total of six Emmy Awards. The show, a semi-spin-off from an episode of The Danny Thomas Show titled ""Danny Meets Andy Griffith"", spawned its own spin-off series, Gomer Pyle, U.S.M.C., a sequel series, Mayberry R.F.D., and a reunion telemovie, Return to Mayberry. The show's enduring popularity has generated a good deal of show-related merchandise. Reruns currently air on TV Land, and the complete series is available on DVD. All eight seasons are also now available by streaming video services such as Netflix.",,Comedy,CBS,"small town, sheriff, north carolina, jail, courthouse, widower, aunt nephew relationship, americana, small town sheriff, sitcom, wisdom, justice of the peace, father son relationship",0
Gilligan's Island,/title/tt0057751/,(1964–1967),Seven men and women are stranded on an uncharted island following a torrential storm.,TV-G,"Comedy, Family",7.4,15696,"https://m.media-amazon.com/images/M/MV5BMjM1Mjg3NzU4M15BMl5BanBnXkFtZTgwNzE3ODMyMTE@._V1_UX67_CR0,0,67,98_AL_.jpg",1921.0,Gilligan's Island,Gilligan's Island,en,['US'],34.214,7.526,191.0,1964-09-26,False,/7PjIzzCh43hNU77C8oKLdL7XXge.jpg,"The slapstick adventures of hapless Gilligan, long-suffering Skipper and their gang of mismatched castaways, all stranded on an uncharted desert isle after their tiny ship hit stormy weather.",,"Comedy, Family",CBS,"island, shipwreck, campy, uncharted",0
Growing Pains,/title/tt0088527/,(1985–1992),The misadventures of a family with a home business father and a journalist mother.,TV-G,"Comedy, Family",6.6,15584,"https://m.media-amazon.com/images/M/MV5BYjhiNDNkNTAtNTE4Yi00YWQ0LTlhMzItMThiYjNjMmFkZWIxXkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_UY98_CR1,0,67,98_AL_.jpg",54.0,Growing Pains,Growing Pains,en,['US'],17.322,6.757,111.0,1985-09-24,False,/7BtJmCVz0hW6C5Ze9Ofl6wYGPut.jpg,"Fatherhood has taken on a whole new meaning for Jason Seaver, who has assumed the chores of cooking, cleaning and minding the kids so that his wife, Maggie, can pursue a career in journalism after spending 15 years as a housewife.",,Comedy,ABC,"long island, new york, psychiatrist, family, sitcom",0
Girl Meets World,/title/tt2543796/,(2014–2017),"More than a decade after Boy Meets World (1993), Cory and Topanga Matthews are married and have two children. Their daughter, Riley, faces life lessons through her family, friends, and school--where her father is her history teacher--as her parents did when they were younger.",TV-G,"Comedy, Drama, Family",7.1,15246,"https://m.media-amazon.com/images/M/MV5BMTc2NTAwMzgwOF5BMl5BanBnXkFtZTgwNTcxMTIwMjE@._V1_UX67_CR0,0,67,98_AL_.jpg",46028.0,Girl Meets World,Girl Meets World,en,['US'],36.343,8.425,631.0,2014-06-27,False,/xhU1KkPtM9fpE1HKpdghX0VlyYF.jpg,"The adventures of relatable and adventurous Riley Matthews, the tween daughter of Cory and Topanga Matthews, and her bold best friend Maya as they traverse the twists and turns of teenage years at Manhattan's John Quincy Adams Middle School where Riley's dad is their History teacher.",,"Comedy, Family",Disney Channel,"high school, new york city, female friendship, coming of age, growing up, female protagonist, middle school, spin off, sitcom",0
Step by Step,/title/tt0101205/,(1991–1998),"Two families become one, step by step.",TV-G,"Comedy, Family, Romance",6.5,15211,"https://m.media-amazon.com/images/M/MV5BNmI3N2Q5MWQtNTg0OS00NjVlLThjZWEtOGRkZDdjOGM4NWU4XkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_UX67_CR0,0,67,98_AL_.jpg",2617.0,Step by Step,Step by Step,en,['US'],38.769,7.835,339.0,1991-09-20,False,/4XMxYOxNvxEkfxUKhs8AoGBQiVD.jpg,"Step by Step is an American television sitcom with two single parents, who spontaneously get married after meeting one another during a vacation, resulting in them becoming the heads of a large blended family",,Comedy,ABC,"big family, sitcom, blended family",0
Even Stevens,/title/tt0206511/,(2000–2003),"The Stevens family live in Sacramento, California, where the two younger children in the family, Ren and Louis, who have opposing personalities, often clash.",TV-G,"Comedy, Family",7.6,14912,"https://m.media-amazon.com/images/M/MV5BMDVjMTM5MjUtZDQ5Ni00ZjNkLTllOTUtYzJmNzhjOTkwNmZkXkEyXkFqcGdeQXVyMTA3MzQ4MTc0._V1_UX67_CR0,0,67,98_AL_.jpg",3200.0,Even Stevens,Even Stevens,en,['US'],13.299,7.319,58.0,2000-06-17,False,/6wdftSHL6EF8sevUFJSVOnEBOHT.jpg,"The Stevens are a middle-class family living in Sacramento, CA. Husband and father Steve is a successful attorney. Wife and mother Eileen is a state Senator. Their oldest child Donnie ia a high-school sports legend. Ren, an 8th-grader, is just about the perfect daughter. She makes the best grades, she's popular, she does volunteer work and other extracurricular tasks by the score. Her brother Louis, in the 7th grade, is her opposite. He likes to sleep late, he's messy, his grades are not good, he's frequently in detention and he seems to take nothing seriously. But he is serious about finding something of his own that he can do to put himself on a par with the rest of his overachieving family. Though he and Ren occasionally soften their attitudes toward each other, at any given moment the're likely to be fighting like mongoose and cobra.",,Comedy,"Disney Channel, ABC","california, sibling relationship, family",0
The Brady Bunch,/title/tt0063878/,(1969–1974),The misadventures of a large family united when a widower and a widow marry.,TV-PG,"Comedy, Family",6.8,14791,"https://m.media-amazon.com/images/M/MV5BMTY0ODc0MzYyNV5BMl5BanBnXkFtZTYwODg4MzM5._V1_UX67_CR0,0,67,98_AL_.jpg",2126.0,The Brady Bunch,The Brady Bunch,en,['US'],26.216,6.813,112.0,1969-09-26,False,/63MN0GwbAW4Oq2VxbpZODYomMsi.jpg,"When widower Mike Brady marries a lovely lady widow Carol Ann, their two families become one. These are the misadventures of this new couple, their six children, a dog named Tiger, and quirky housekeeper Alice.",,Comedy,ABC,family,0
Summer Heights High,/title/tt0934320/,(2007),"The life of a public school epitomized by disobedient student Jonah Takalua, self-absorbed private school exchange student Ja'mie King, and megalomaniac drama teacher Mr. G.",TV-MA,"Comedy, Drama, Family",8.5,14701,"https://m.media-amazon.com/images/M/MV5BZTk2NTZiNzMtZDI4Mi00MTIyLWI2MGMtNjkzZWViODkyMTUwXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_UY98_CR3,0,67,98_AL_.jpg",15082.0,Summer Heights High,Summer Heights High,en,['AU'],5.637,7.4,53.0,2007-09-05,False,/w7IzblHA4i0tqzLljYb5VMv5Ol2.jpg,"Exploring what happens over one school term in an average Australian high school, this mockumentary brings to life Jonah, a 13 year old mischievous schoolboy from Tonga with the odds stacked against him; Mr G, an ego-driven drama teacher with delusional showbiz dreams; and Jamie, a private schoolgirl on a student exchange, set to make her mark on Summer Heights High.",,Comedy,ABC TV,"high school, breakdance, musical, satire, mockumentary, teacher, school, high school student, high school teacher, public school, exchange student, sitcom, polynesian, breakdancing, tonga, drama teacher, popular girl",0
Who's the Boss?,/title/tt0086827/,(1984–1992),"Tony Micelli, a retired baseball player, becomes the housekeeper of Angela Bower, an advertising executive in New York. Together they raise their kids, Samantha Micelli and Jonathan Bower, with help from Mona Robinson, Angela's man-crazy mother.",TV-G,"Comedy, Family, Romance",6.6,14366,"https://m.media-amazon.com/images/M/MV5BNGQ1YmI0MjktYWJhMC00ZWFkLThhNmYtN2EyZDliYTEzOTlmXkEyXkFqcGdeQXVyMTkxODQ4MDg@._V1_UX67_CR0,0,67,98_AL_.jpg",634.0,Who's the Boss?,Who's the Boss?,en,['US'],29.072,7.621,202.0,1984-09-20,False,/uZjNwfCNi6lX3jmYAxHB1DUuqcB.jpg,"A former professional baseball player, along with his preteen daughter, moves into New York advertising executive Angela Bower's house to be both a housekeeper and a father figure to her young son. Tony 's laid-back personality contrasts with Angela's type-A behavior.",Father doesn't always know best!,Comedy,ABC,,0
Shake It Up,/title/tt1661326/,(2010–2013),Two Chicago teens attempt to realize their dream of becoming professional dancers by landing spots on a popular local show.,TV-G,"Comedy, Family",4.9,13696,"https://m.media-amazon.com/images/M/MV5BZjFmMDdlNzYtZjlmNS00YzMyLThlYWQtMDczN2QwOWVjMmI3XkEyXkFqcGdeQXVyMTIwMjY0NjQz._V1_UX67_CR0,0,67,98_AL_.jpg",33213.0,Shake It Up,Shake It Up,en,['US'],30.025,7.798,245.0,2010-11-07,False,/d3opexNCkiSaCaIZ104J8LiCqxi.jpg,"Best pals CeCe and Rocky dream of dancing stardom. And they seem on the verge of realizing that goal when they win places as backup dancers on the local TV show ""Shake It Up, Chicago."" While they get to show off their moves, they find out they need to keep putting their best feet forward to keep up with the rest of the crew on the show.","Mix It Up, Laugh It Up","Family, Kids, Comedy",Disney Channel,dancing,0
Big Time Rush,/title/tt1131746/,(2009–2013),"Four hockey players from Minnesota aspire to become a boyband. Kendall, Logan, Carlos, and James embark on a life-changing journey and face challenges along the way.",TV-G,"Comedy, Drama, Family",6.4,13161,"https://m.media-amazon.com/images/M/MV5BMjIzNDE4MTM2Ml5BMl5BanBnXkFtZTcwNjYyNTA2Mw@@._V1_UY98_CR1,0,67,98_AL_.jpg",31356.0,Big Time Rush,Big Time Rush,en,['US'],51.601,8.653,1514.0,2009-11-28,False,/5yzb0iWXilLpg3iz1LT3H3UGBYs.jpg,"Four teenage friends move from Minneapolis to Los Angeles to form a potential chart-topping boy band after Kendall is inadvertently discovered by an eccentric record executive, Gustavo Rocque. As they seize this opportunity of a lifetime, these friends embark on an exciting comedy and music-filled journey to prove to themselves and their record label that they are serious about their new career choice.",,"Family, Comedy, Kids",Nickelodeon,,0
"Sister, Sister",/title/tt0108927/,(1994–1999),Tia Landry and Tamera Campbell are twins separated at birth who learn of each other's existence and come together as teenagers.,TV-G,"Comedy, Drama, Family",6.3,13111,"https://m.media-amazon.com/images/M/MV5BNmZmOGM2ZGMtNzc1Yi00NWVjLTlhZjktZDQ2MzFkOWVlODk1XkEyXkFqcGdeQXVyMjczOTU2NTI@._V1_UX67_CR0,0,67,98_AL_.jpg",3755.0,"Sister, Sister","Sister, Sister",en,['US'],24.484,7.4,92.0,1994-04-01,False,/4JDvDqN4aDa68rCsxEXbTjYnbt.jpg,"Twins Tia Landry and Tamera Campbell were separated and adopted at birth. Fourteen years later, they encounter each other by chance at the mall. After the families meet, Tia's widowed father agrees to let Tamera and her single mother move in with them.","They were separated at birth, reunited in the mall","Comedy, Family, Kids","ABC, The WB","friendship, twin sister, twins separated at birth, sitcom, sister sister relationship",0
Comedians in Cars Getting Coffee,/title/tt2314952/,(2012– ),"Jerry Seinfeld is joined by friends for a cup of coffee and a drive in a classic car, sharing stories all along the way.",TV-14,"Comedy, Family, Talk-Show",8.0,13078,"https://m.media-amazon.com/images/M/MV5BMWExMDNjMGYtNDcwYy00ZmY4LTliY2UtYWNiNjY4NDY2MTBkXkEyXkFqcGdeQXVyMzU3MTc5OTE@._V1_UX67_CR0,0,67,98_AL_.jpg",59717.0,Comedians in Cars Getting Coffee,Comedians in Cars Getting Coffee,en,['US'],21.507,7.123,106.0,2012-07-19,False,/hpK5MsFa7k7RQdClvRglBo0wAoT.jpg,"Jerry takes his comedy pals out for coffee in a selection of his classic automobiles. Larry David sums it up best when he says, 'You've finally made a show about nothing.'",,Comedy,"Crackle, Netflix","coffee, comedian",0
"Dr. Quinn, Medicine Woman",/title/tt0103405/,(1993–1998),The trials and adventures of a female doctor in a small Wild West town.,TV-G,"Drama, Family, Western",6.8,12822,"https://m.media-amazon.com/images/M/MV5BZjg3OGRlMDUtMTk2NS00M2FjLTgxOWEtYmQ0M2ZkN2QzZDJkXkEyXkFqcGdeQXVyNDYwMjI1MzI@._V1_UY98_CR1,0,67,98_AL_.jpg",4324.0,"Dr. Quinn, Medicine Woman","Dr. Quinn, Medicine Woman",en,['US'],44.687,7.6,370.0,1993-01-01,False,/rF32uo83bzezkEUQ8VGarbCJi32.jpg,Dr. Michaela Quinn journeys to Colorado Springs to be the town's physician after her father's death in 1868.,Her Courage Forged A New Vision For The Old West,"Western, Drama",CBS,"medicine, orphan, period drama, wild west, 19th century, medical drama, simpler life",0
Sonny with a Chance,/title/tt1252374/,(2009–2011),"Sonny, a talented Midwestern girl, has won a nationwide talent search to move to Los Angeles and star in a popular television series. Sonny's home and work life is documented along with her adjustment to life in the spotlight.",TV-G,"Comedy, Family, Romance",6.0,12606,"https://m.media-amazon.com/images/M/MV5BMjM0MGZkMzgtNjczYy00MDEzLWE2YzYtYmY2MGZiOTVkODc5XkEyXkFqcGdeQXVyMTIwMjY0NjQz._V1_UX67_CR0,0,67,98_AL_.jpg",33873.0,Sonny with a Chance,Sonny with a Chance,en,['US'],18.325,8.0,298.0,2009-02-08,False,/o1ZEkSiqzWcGV5lldAhLfaTzxQS.jpg,"Allison ""Sonny"" Munroe makes the leap from the Midwest to Los Angeles to join the cast of ""So Random!,"" the most popular sketch comedy TV show for kids and tweens. Her fellow young actors are resident teen queen Tawni, super suave Nico, gregarious funnyman Grady and quirky Zora. Now Sonny must somehow balance these new friendships while adjusting to her family's decidedly different way of life in Hollywood. Meanwhile, Sonny must also contend with heartthrob Chad Dylan Cooper, star of the rival show ""MacKenzie Falls,"" who makes it known that he thinks his dramatic work is better than her comedy career.",She's in for the ride of her life.,"Comedy, Family",Disney Channel,aspiring actor,0
Taarak Mehta Ka Ooltah Chashmah,/title/tt1708446/,(2008– ),"The day-to-day happenings of Gokuldham Society and its members, who live, celebrate and often face problems together.",Not Rated,"Comedy, Family",8.2,12284,"https://m.media-amazon.com/images/M/MV5BYzkyZjQ0MjAtNmMyYS00ZDQwLWE1YmItYzIwNTUyMDlmYWM5XkEyXkFqcGdeQXVyNDc0MDgzNTE@._V1_UX67_CR0,0,67,98_AL_.jpg",8630.0,Taarak Mehta Ka Ooltah Chashmah,तारक मेहता का उल्टा चश्मा,hi,['IN'],13.207,5.8,25.0,2008-07-28,False,/6MwPCuI48s8sbzUOVT6Vkp6lAza.jpg,"The show is inspired by the famous humorous column 'Duniya Ne Undha Chasma' written by the eminent Gujarati writer Mr. Tarak Mehta. This story evolves around happenings in ""Gokuldham Co-operative Society"" and covers topical issues which are socially relevant.",,"Comedy, Drama, Family",Sab Tv,,0
Austin & Ally,/title/tt1830491/,(2011–2016),"Following the lives of confident aspiring musician Austin, quiet talented songwriter Ally, and their two friends.",TV-G,"Comedy, Drama, Family",5.9,12232,"https://m.media-amazon.com/images/M/MV5BNGY3ZjU3YzctZDMzNS00MDE0LTljODUtY2QwODY4MDEwY2FhXkEyXkFqcGdeQXVyMTUyNjc3NDQ4._V1_UX67_CR0,0,67,98_AL_.jpg",35279.0,Austin & Ally,Austin & Ally,en,['US'],39.56,8.036,166.0,2011-12-02,False,/73LDHDdvpKNc8RXNPciTWFTEDIV.jpg,"A comedy about the unique relationship between a young songwriter, Ally Dawson, and Austin Moon, the overnight internet sensation who gains sudden notoriety after performing one of Ally's songs. Austin and Ally struggle with how to maintain and capitalize on Austin's newfound fame. Austin is more of a rebel type who doesn't follow the rules and is somewhat immature for his age, while Ally is conservative yet self-conscious.",,"Comedy, Kids, Drama",Disney Channel,"aspiring singer, singer, group of friends, singer-songwriter, song and dance",0
Mork & Mindy,/title/tt0077053/,(1978–1982),A wacky alien comes to Earth to study its residents and the life of the human woman he boards with is never the same.,TV-G,"Comedy, Family, Sci-Fi",7.1,11849,"https://m.media-amazon.com/images/M/MV5BMjEyNTQ4NzYwM15BMl5BanBnXkFtZTcwNzM3NjI0MQ@@._V1_UY98_CR1,0,67,98_AL_.jpg",2552.0,Mork & Mindy,Mork & Mindy,en,['US'],15.226,7.076,112.0,1978-09-14,False,/mzWJikslTFFeRloUNQmbAWbdU28.jpg,"An American science fiction sitcom broadcast from 1978 until 1982 on ABC, starring Robin Williams as Mork, an alien who comes to Earth from the planet Ork in a small, one-man egg-shaped spaceship and Pam Dawber as Mindy McConnell, his human friend and roommate. In 1997, the episode 'Mork's Mixed Emotions' was ranked #94 on TV Guide's 100 Greatest Episodes of All Time list.",,Comedy,ABC,alien,0
Diff'rent Strokes,/title/tt0077003/,(1978–1986),The misadventures of a wealthy Manhattan family who adopted the children of their late African American housekeeper from Harlem.,TV-14,"Comedy, Drama, Family",6.6,11801,"https://m.media-amazon.com/images/M/MV5BYjEzYTE2M2UtY2RkOC00MTJjLWIyZjgtMjk2MGI5ZTFmNDdiXkEyXkFqcGdeQXVyMTUyNjc3NDQ4._V1_UY98_CR0,0,67,98_AL_.jpg",2410.0,Diff'rent Strokes,Diff'rent Strokes,en,['US'],2.782,7.096,230.0,1978-11-03,False,/7Z8BcfA2CD0CQ0m4ltgPqT5rdr9.jpg,"The series stars Gary Coleman and Todd Bridges as Arnold and Willis Jackson, two African American boys from Harlem who are taken in by a rich white Park Avenue businessman named Phillip Drummond and his daughter Kimberly, for whom their deceased mother previously worked. During the first season and first half of the second season, Charlotte Rae also starred as the Drummonds' housekeeper, Mrs. Garrett.",,"Comedy, Family, Drama","ABC, NBC","family relationships, wealthy, orphan, class differences, widower, manhattan, new york city, interracial adoption, adopted child, sitcom, child care, brother brother relationship, african american",0
The Dick Van Dyke Show,/title/tt0054533/,(1961–1966),The misadventures of a TV writer both at work and at home.,TV-G,"Comedy, Family",8.4,11094,"https://m.media-amazon.com/images/M/MV5BMTY0ODUzMDkwM15BMl5BanBnXkFtZTcwNTI1ODUyMQ@@._V1_UY98_CR1,0,67,98_AL_.jpg",2132.0,The Dick Van Dyke Show,The Dick Van Dyke Show,en,['US'],50.666,7.634,71.0,1961-10-03,False,/sAPTSCOVJO5zqoP9Et54jfiI70U.jpg,"The Dick Van Dyke Show is an American television sitcom that initially aired on CBS from October 3, 1961, until June 1, 1966. The show was created by Carl Reiner and starred Dick Van Dyke, Rose Marie, Morey Amsterdam and Mary Tyler Moore. It centered around the work and home life of television comedy writer Rob Petrie. The show was produced by Reiner with Bill Persky and Sam Denoff. The music for the show's theme song was written by Earle Hagen.

The series won 15 Emmy Awards. In 1997, the episodes ""Coast-to-Coast Big Mouth"" and ""It May Look Like a Walnut"" were ranked at 8 and 15 respectively on TV Guide's 100 Greatest Episodes of All Time. In 2002, it was ranked at 13 on TV Guide's 50 Greatest TV Shows of All Time.",,Comedy,CBS,"writer, sitcom",0
El Chavo del Ocho,/title/tt0229889/,(1972–1983),"The misadventures of a poor, homeless, fumbling boy and his friends in their humble neighborhood.",TV-PG,"Comedy, Family",8.7,11009,"https://m.media-amazon.com/images/M/MV5BZjM3ZmY2YzAtZjY1My00OTJjLWI5M2QtYmYxNDQ1OTBkY2E2XkEyXkFqcGdeQXVyMzQxNzU3NA@@._V1_UX67_CR0,0,67,98_AL_.jpg",47.0,El Chavo del Ocho,El Chavo del Ocho,es,['MX'],92.117,7.8,1598.0,1973-02-26,False,/d2xJ6xmrchmnVL0S9gsbiGHskxp.jpg,"The mishaps of Chavo, an 8-year-old orphan boy who lives in a barrel. Together with Quico, Chilindrina, oo and La Popis, Chavo experiences a series of humorous entanglements.",,"Comedy, Family",Las Estrellas,"friendship, orphan, neighborhood, sitcom, adult as a child",0
Party of Five,/title/tt0108894/,(1994–2000),Five siblings raise each other following their parents' untimely deaths.,TV-PG,"Drama, Family",6.8,10706,"https://m.media-amazon.com/images/M/MV5BYmMxNmM2NjctZmIzNi00OTA0LWEyZDctZjVhODdhMjY1MmZiXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_UY98_CR0,0,67,98_AL_.jpg",4266.0,Party of Five,Party of Five,en,['US'],27.101,6.9,93.0,1994-09-12,False,/5LZgFeMynMeeKX8Bn9s1RWe9n9S.jpg,Five brothers and sisters are determined to stay together following the tragic loss of their parents.,,Drama,FOX,"sibling relationship, san francisco, california, big family, family relationships, death of parent, child care, teen drama, living with sibling, orphan siblings",0
Sam & Cat,/title/tt2487090/,(2013–2014),A pair of roommates start a baby-sitting service to earn extra cash.,TV-G,"Comedy, Drama, Family",5.6,10508,"https://m.media-amazon.com/images/M/MV5BNTI1ZmJhY2ItMTE3ZS00ZmM4LTllOTktYmQzZDQ4NjMyYjZmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR1,0,67,98_AL_.jpg",45666.0,Sam & Cat,Sam & Cat,en,['US'],32.661,7.727,322.0,2013-06-08,False,/8zL3NVH0owqVDxKvlnG3Df5aWuT.jpg,"Sam Puckett is loud, independent, and tough as nails, while Cat Valentine is sweet as pie and super flighty. But that doesn't stop this unlikely pair from becoming best buds and roomies!

Together, they're a power duo with a love for fun and adventure -- it's just too bad that it doesn't come cheap. Burgers at their favorite robot restaurant Bots don't grow on trees, after all. A booming out-of-home babysitting business quickly becomes the answer to their empty-pocket problems, but also an extra reason for countless wacky adventures to come!",Prepare to meet the strangest match made in bestie heaven,"Comedy, Kids",Nickelodeon,"roommate, babysitter, spin off",0
Perfect Strangers,/title/tt0090501/,(1986–1993),A high-strung and cynical man's life is never the same when his naive but good-natured cousin comes to America to live with him.,TV-PG,"Comedy, Family",7.2,10475,"https://m.media-amazon.com/images/M/MV5BNTQ5ZDA2YmEtNTU3Ni00MDVmLTliZTYtZDYwMTMzNjJmZTA1XkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_UX67_CR0,0,67,98_AL_.jpg",1786.0,Perfect Strangers,Perfect Strangers,en,['US'],21.244,6.771,70.0,1986-03-25,False,/wZ7RomWxcrdMwK63XzVeQGFK6Dy.jpg,"The chronicles of the rocky coexistence of midwestern American Larry Appleton and his distant cousin from eastern Mediterranean Europe, Balki Bartokomous.",,Comedy,ABC,"chicago, illinois, newspaper, friendship, roommate, cousin cousin relationship, sitcom",0
